iterations, time, cart::mass_pendulum[REAL], cart::mass_cart[REAL], cart::velocity[REAL], cart::position[REAL], cart::acceleration[REAL], cart::force[REAL], cart::force_pendulum[REAL], pendulum::cart_acceleration[REAL], pendulum::force[REAL], pendulum::length_pendulum[REAL], pendulum::angle[REAL], pendulum::mass_pendulum[REAL], pendulum::angular_velocity[REAL], controller::angle[REAL], controller::angular_velocity[REAL], controller::cart_velocity[REAL], controller::cart_position[REAL], controller::force[REAL]
119, 1.19, 0.100000, 1.000000, 0.205686, 0.427834, -3.264609, -0.876531, -2.572765, -3.264609, -2.572765, 1.000000, 4.012880, 0.100000, 5.064118, 4.012880, 5.064118, 0.205686, 0.427834, -0.876531
120, 1.2, 0.100000, 1.000000, 0.174329, 0.429578, -3.135724, -0.750776, -2.546439, -3.135724, -2.546439, 1.000000, 4.062561, 0.100000, 4.968037, 4.062561, 4.968037, 0.174329, 0.429578, -0.750776
121, 1.21, 0.100000, 1.000000, 0.144355, 0.431021, -2.997469, -0.631984, -2.505754, -2.997469, -2.505754, 1.000000, 4.111270, 0.100000, 4.870958, 4.111270, 4.870958, 0.144355, 0.431021, -0.631984
122, 1.22, 0.100000, 1.000000, 0.115830, 0.432179, -2.852489, -0.520991, -2.452523, -2.852489, -2.452523, 1.000000, 4.159001, 0.100000, 4.773102, 4.159001, 4.773102, 0.115830, 0.432179, -0.520991
123, 1.23, 0.100000, 1.000000, 0.088798, 0.433067, -2.703195, -0.418472, -2.388449, -2.703195, -2.388449, 1.000000, 4.205748, 0.100000, 4.674651, 4.205748, 4.674651, 0.088798, 0.433067, -0.418472
124, 1.24, 0.100000, 1.000000, 0.063280, 0.433700, -2.551747, -0.324946, -2.315113, -2.551747, -2.315113, 1.000000, 4.251505, 0.100000, 4.575758, 4.251505, 4.575758, 0.063280, 0.433700, -0.324946
125, 1.25, 0.100000, 1.000000, 0.039280, 0.434093, -2.400054, -0.240786, -2.233970, -2.400054, -2.233970, 1.000000, 4.296271, 0.100000, 4.476545, 4.296271, 4.476545, 0.039280, 0.434093, -0.240786
126, 1.26, 0.100000, 1.000000, 0.016782, 0.434261, -2.249778, -0.166224, -2.146356, -2.249778, -2.146356, 1.000000, 4.340042, 0.100000, 4.377115, 4.340042, 4.377115, 0.016782, 0.434261, -0.166224
127, 1.27, 0.100000, 1.000000, -0.004242, 0.434218, -2.102346, -0.101370, -2.053492, -2.102346, -2.053492, 1.000000, 4.382817, 0.100000, 4.277552, 4.382817, 4.277552, -0.004242, 0.434218, -0.101370
128, 1.28, 0.100000, 1.000000, -0.023831, 0.433980, -1.958966, -0.046212, -1.956490, -1.958966, -1.956490, 1.000000, 4.424597, 0.100000, 4.177928, 4.424597, 4.177928, -0.023831, 0.433980, -0.046212
129, 1.29, 0.100000, 1.000000, -0.042038, 0.433560, -1.820639, -0.000636, -1.856362, -1.820639, -1.856362, 1.000000, 4.465380, 0.100000, 4.078302, 4.465380, 4.078302, -0.042038, 0.433560, -0.000636
130, 1.3, 0.100000, 1.000000, -0.058919, 0.432970, -1.688180, 0.035571, -1.754027, -1.688180, -1.754027, 1.000000, 4.505167, 0.100000, 3.978728, 4.505167, 3.978728, -0.058919, 0.432970, 0.035571
131, 1.31, 0.100000, 1.000000, -0.074542, 0.432225, -1.562233, 0.062704, -1.650320, -1.562233, -1.650320, 1.000000, 4.543959, 0.100000, 3.879254, 4.543959, 3.879254, -0.074542, 0.432225, 0.062704
132, 1.32, 0.100000, 1.000000, -0.088975, 0.431335, -1.443287, 0.081133, -1.545996, -1.443287, -1.545996, 1.000000, 4.581759, 0.100000, 3.779923, 4.581759, 3.779923, -0.088975, 0.431335, 0.081133
133, 1.33, 0.100000, 1.000000, -0.102292, 0.430312, -1.331693, 0.091292, -1.441738, -1.331693, -1.441738, 1.000000, 4.618567, 0.100000, 3.680779, 4.618567, 3.680779, -0.102292, 0.430312, 0.091292
134, 1.34, 0.100000, 1.000000, -0.114568, 0.429167, -1.227678, 0.093668, -1.338159, -1.227678, -1.338159, 1.000000, 4.654385, 0.100000, 3.581863, 4.654385, 3.581863, -0.114568, 0.429167, 0.093668
135, 1.35, 0.100000, 1.000000, -0.125882, 0.427908, -1.131356, 0.088793, -1.235810, -1.131356, -1.235810, 1.000000, 4.689217, 0.100000, 3.483216, 4.689217, 3.483216, -0.125882, 0.427908, 0.088793
136, 1.36, 0.100000, 1.000000, -0.136309, 0.426545, -1.042743, 0.077232, -1.135177, -1.042743, -1.135177, 1.000000, 4.723066, 0.100000, 3.384880, 4.723066, 3.384880, -0.136309, 0.426545, 0.077232
137, 1.37, 0.100000, 1.000000, -0.145927, 0.425086, -0.961768, 0.059576, -1.036691, -0.961768, -1.036691, 1.000000, 4.755935, 0.100000, 3.286897, 4.755935, 3.286897, -0.145927, 0.425086, 0.059576
138, 1.38, 0.100000, 1.000000, -0.154810, 0.423537, -0.888286, 0.036434, -0.940726, -0.888286, -0.940726, 1.000000, 4.787828, 0.100000, 3.189309, 4.787828, 3.189309, -0.154810, 0.423537, 0.036434
139, 1.39, 0.100000, 1.000000, -0.163031, 0.421907, -0.822084, 0.008422, -0.847604, -0.822084, -0.847604, 1.000000, 4.818750, 0.100000, 3.092157, 4.818750, 3.092157, -0.163031, 0.421907, 0.008422
140, 1.4, 0.100000, 1.000000, -0.170660, 0.420201, -0.762893, -0.023842, -0.757596, -0.762893, -0.757596, 1.000000, 4.848705, 0.100000, 2.995484, 4.848705, 2.995484, -0.170660, 0.420201, -0.023842
141, 1.41, 0.100000, 1.000000, -0.177764, 0.418423, -0.710399, -0.059746, -0.670926, -0.710399, -0.670926, 1.000000, 4.877698, 0.100000, 2.899331, 4.877698, 2.899331, -0.177764, 0.418423, -0.059746
142, 1.42, 0.100000, 1.000000, -0.184406, 0.416579, -0.664247, -0.098690, -0.587770, -0.664247, -0.587770, 1.000000, 4.905735, 0.100000, 2.803738, 4.905735, 2.803738, -0.184406, 0.416579, -0.098690
143, 1.43, 0.100000, 1.000000, -0.190647, 0.414672, -0.624054, -0.140093, -0.508263, -0.624054, -0.508263, 1.000000, 4.932823, 0.100000, 2.708742, 4.932823, 2.708742, -0.190647, 0.414672, -0.140093
144, 1.44, 0.100000, 1.000000, -0.196541, 0.412707, -0.589415, -0.183398, -0.432501, -0.589415, -0.432501, 1.000000, 4.958966, 0.100000, 2.614380, 4.958966, 2.614380, -0.196541, 0.412707, -0.183398
145, 1.45, 0.100000, 1.000000, -0.202140, 0.410686, -0.559908, -0.228074, -0.360540, -0.559908, -0.360540, 1.000000, 4.984173, 0.100000, 2.520686, 4.984173, 2.520686, -0.202140, 0.410686, -0.228074
146, 1.46, 0.100000, 1.000000, -0.207491, 0.408611, -0.535104, -0.273623, -0.292406, -0.535104, -0.292406, 1.000000, 5.008450, 0.100000, 2.427690, 5.008450, 2.427690, -0.207491, 0.408611, -0.273623
147, 1.47, 0.100000, 1.000000, -0.212637, 0.406484, -0.514571, -0.319580, -0.228090, -0.514571, -0.228090, 1.000000, 5.031804, 0.100000, 2.335419, 5.031804, 2.335419, -0.212637, 0.406484, -0.319580
148, 1.48, 0.100000, 1.000000, -0.217615, 0.404308, -0.497882, -0.365519, -0.167557, -0.497882, -0.167557, 1.000000, 5.054243, 0.100000, 2.243897, 5.054243, 2.243897, -0.217615, 0.404308, -0.365519
149, 1.49, 0.100000, 1.000000, -0.222462, 0.402084, -0.484615, -0.411052, -0.110750, -0.484615, -0.110750, 1.000000, 5.075775, 0.100000, 2.153143, 5.075775, 2.153143, -0.222462, 0.402084, -0.411052
150, 1.5, 0.100000, 1.000000, -0.227205, 0.399811, -0.474366, -0.455829, -0.057588, -0.474366, -0.057588, 1.000000, 5.096407, 0.100000, 2.063171, 5.096407, 2.063171, -0.227205, 0.399811, -0.455829
151, 1.51, 0.100000, 1.000000, -0.231873, 0.397493, -0.466743, -0.499542, -0.007974, -0.466743, -0.007974, 1.000000, 5.116146, 0.100000, 1.973993, 5.116146, 1.973993, -0.231873, 0.397493, -0.499542
152, 1.52, 0.100000, 1.000000, -0.236486, 0.395128, -0.461378, -0.541922, 0.038206, -0.461378, 0.038206, 1.000000, 5.135003, 0.100000, 1.885615, 5.135003, 1.885615, -0.236486, 0.395128, -0.541922
153, 1.53, 0.100000, 1.000000, -0.241066, 0.392717, -0.457923, -0.582738, 0.081076, -0.457923, 0.081076, 1.000000, 5.152983, 0.100000, 1.798038, 5.152983, 1.798038, -0.241066, 0.392717, -0.582738
154, 1.54, 0.100000, 1.000000, -0.245626, 0.390261, -0.456057, -0.621800, 0.120768, -0.456057, 0.120768, 1.000000, 5.170096, 0.100000, 1.711260, 5.170096, 1.711260, -0.245626, 0.390261, -0.621800
155, 1.55, 0.100000, 1.000000, -0.250181, 0.387759, -0.455483, -0.658950, 0.157423, -0.455483, 0.157423, 1.000000, 5.186348, 0.100000, 1.625273, 5.186348, 1.625273, -0.250181, 0.387759, -0.658950
156, 1.56, 0.100000, 1.000000, -0.254740, 0.385212, -0.455934, -0.694069, 0.191183, -0.455934, 0.191183, 1.000000, 5.201749, 0.100000, 1.540065, 5.201749, 1.540065, -0.254740, 0.385212, -0.694069
157, 1.57, 0.100000, 1.000000, -0.259312, 0.382619, -0.457169, -0.727068, 0.222195, -0.457169, 0.222195, 1.000000, 5.216305, 0.100000, 1.455622, 5.216305, 1.455622, -0.259312, 0.382619, -0.727068
158, 1.58, 0.100000, 1.000000, -0.263902, 0.379980, -0.458975, -0.757887, 0.250603, -0.458975, 0.250603, 1.000000, 5.230024, 0.100000, 1.371924, 5.230024, 1.371924, -0.263902, 0.379980, -0.757887
159, 1.59, 0.100000, 1.000000, -0.268514, 0.377294, -0.461167, -0.786497, 0.276551, -0.461167, 0.276551, 1.000000, 5.242914, 0.100000, 1.288947, 5.242914, 1.288947, -0.268514, 0.377294, -0.786497
160, 1.6, 0.100000, 1.000000, -0.273149, 0.374563, -0.463588, -0.812891, 0.300177, -0.463588, 0.300177, 1.000000, 5.254981, 0.100000, 1.206665, 5.254981, 1.206665, -0.273149, 0.374563, -0.812891
161, 1.61, 0.100000, 1.000000, -0.277810, 0.371785, -0.466103, -0.837084, 0.321617, -0.466103, 0.321617, 1.000000, 5.266231, 0.100000, 1.125048, 5.266231, 1.125048, -0.277810, 0.371785, -0.837084
162, 1.62, 0.100000, 1.000000, -0.282497, 0.368960, -0.468607, -0.859113, 0.341000, -0.468607, 0.341000, 1.000000, 5.276672, 0.100000, 1.044065, 5.276672, 1.044065, -0.282497, 0.368960, -0.859113
163, 1.63, 0.100000, 1.000000, -0.287207, 0.366088, -0.471012, -0.879030, 0.358447, -0.471012, 0.358447, 1.000000, 5.286309, 0.100000, 0.963679, 5.286309, 0.963679, -0.287207, 0.366088, -0.879030
164, 1.64, 0.100000, 1.000000, -0.291939, 0.363168, -0.473257, -0.896901, 0.374075, -0.473257, 0.374075, 1.000000, 5.295147, 0.100000, 0.883854, 5.295147, 0.883854, -0.291939, 0.363168, -0.896901
165, 1.65, 0.100000, 1.000000, -0.296692, 0.360202, -0.475297, -0.912806, 0.387988, -0.475297, 0.387988, 1.000000, 5.303193, 0.100000, 0.804550, 5.303193, 0.804550, -0.296692, 0.360202, -0.912806
166, 1.66, 0.100000, 1.000000, -0.301463, 0.357187, -0.477107, -0.926831, 0.400284, -0.477107, 0.400284, 1.000000, 5.310450, 0.100000, 0.725726, 5.310450, 0.725726, -0.301463, 0.357187, -0.926831
167, 1.67, 0.100000, 1.000000, -0.306250, 0.354124, -0.478678, -0.939071, 0.411054, -0.478678, 0.411054, 1.000000, 5.316923, 0.100000, 0.647340, 5.316923, 0.647340, -0.306250, 0.354124, -0.939071
168, 1.68, 0.100000, 1.000000, -0.311050, 0.351014, -0.480016, -0.949628, 0.420375, -0.480016, 0.420375, 1.000000, 5.322617, 0.100000, 0.569347, 5.322617, 0.569347, -0.311050, 0.351014, -0.949628
169, 1.69, 0.100000, 1.000000, -0.315862, 0.347855, -0.481139, -0.958603, 0.428320, -0.481139, 0.428320, 1.000000, 5.327534, 0.100000, 0.491703, 5.327534, 0.491703, -0.315862, 0.347855, -0.958603
170, 1.7, 0.100000, 1.000000, -0.320682, 0.344648, -0.482076, -0.966102, 0.434948, -0.482076, 0.434948, 1.000000, 5.331677, 0.100000, 0.414363, 5.331677, 0.414363, -0.320682, 0.344648, -0.966102
171, 1.71, 0.100000, 1.000000, -0.325511, 0.341393, -0.482867, -0.972227, 0.440311, -0.482867, 0.440311, 1.000000, 5.335050, 0.100000, 0.337279, 5.335050, 0.337279, -0.325511, 0.341393, -0.972227
172, 1.72, 0.100000, 1.000000, -0.330347, 0.338090, -0.483560, -0.977082, 0.444452, -0.483560, 0.444452, 1.000000, 5.337654, 0.100000, 0.260405, 5.337654, 0.260405, -0.330347, 0.338090, -0.977082
173, 1.73, 0.100000, 1.000000, -0.335189, 0.334738, -0.484209, -0.980765, 0.447402, -0.484209, 0.447402, 1.000000, 5.339491, 0.100000, 0.183695, 5.339491, 0.183695, -0.335189, 0.334738, -0.980765
174, 1.74, 0.100000, 1.000000, -0.340037, 0.331338, -0.484875, -0.983370, 0.449186, -0.484875, 0.449186, 1.000000, 5.340562, 0.100000, 0.107102, 5.340562, 0.107102, -0.340037, 0.331338, -0.983370
175, 1.75, 0.100000, 1.000000, -0.344894, 0.327889, -0.485622, -0.984987, 0.449817, -0.485622, 0.449817, 1.000000, 5.340868, 0.100000, 0.030579, 5.340868, 0.030579, -0.344894, 0.327889, -0.984987
176, 1.76, 0.100000, 1.000000, -0.349759, 0.324391, -0.486518, -0.985698, 0.449302, -0.486518, 0.449302, 1.000000, 5.340409, 0.100000, -0.045922, 5.340409, -0.045922, -0.349759, 0.324391, -0.985698
177, 1.77, 0.100000, 1.000000, -0.354635, 0.320845, -0.487633, -0.985578, 0.447635, -0.487633, 0.447635, 1.000000, 5.339184, 0.100000, -0.122445, 5.339184, -0.122445, -0.354635, 0.320845, -0.985578
178, 1.78, 0.100000, 1.000000, -0.359526, 0.317249, -0.489039, -0.984695, 0.444804, -0.489039, 0.444804, 1.000000, 5.337194, 0.100000, -0.199037, 5.337194, -0.199037, -0.359526, 0.317249, -0.984695
179, 1.79, 0.100000, 1.000000, -0.364434, 0.313605, -0.490810, -0.983108, 0.440787, -0.490810, 0.440787, 1.000000, 5.334436, 0.100000, -0.275743, 5.334436, -0.275743, -0.364434, 0.313605, -0.983108
180, 1.8, 0.100000, 1.000000, -0.369364, 0.309911, -0.493019, -0.980867, 0.435555, -0.493019, 0.435555, 1.000000, 5.330910, 0.100000, -0.352608, 5.330910, -0.352608, -0.369364, 0.309911, -0.980867
181, 1.81, 0.100000, 1.000000, -0.374321, 0.306168, -0.495738, -0.978011, 0.429069, -0.495738, 0.429069, 1.000000, 5.326614, 0.100000, -0.429675, 5.326614, -0.429675, -0.374321, 0.306168, -0.978011
182, 1.82, 0.100000, 1.000000, -0.379312, 0.302375, -0.499038, -0.974572, 0.421281, -0.499038, 0.421281, 1.000000, 5.321544, 0.100000, -0.506987, 5.321544, -0.506987, -0.379312, 0.302375, -0.974572
183, 1.83, 0.100000, 1.000000, -0.384342, 0.298532, -0.502992, -0.970569, 0.412136, -0.502992, 0.412136, 1.000000, 5.315698, 0.100000, -0.584587, 5.315698, -0.584587, -0.384342, 0.298532, -0.970569
184, 1.84, 0.100000, 1.000000, -0.389418, 0.294638, -0.507666, -0.966012, 0.401570, -0.507666, 0.401570, 1.000000, 5.309073, 0.100000, -0.662514, 5.309073, -0.662514, -0.389418, 0.294638, -0.966012
185, 1.85, 0.100000, 1.000000, -0.394549, 0.290692, -0.513129, -0.960901, 0.389513, -0.513129, 0.389513, 1.000000, 5.301665, 0.100000, -0.740811, 5.301665, -0.740811, -0.394549, 0.290692, -0.960901
186, 1.86, 0.100000, 1.000000, -0.399744, 0.286695, -0.519443, -0.955223, 0.375885, -0.519443, 0.375885, 1.000000, 5.293470, 0.100000, -0.819514, 5.293470, -0.819514, -0.399744, 0.286695, -0.955223
187, 1.87, 0.100000, 1.000000, -0.405011, 0.282645, -0.526671, -0.948957, 0.360600, -0.526671, 0.360600, 1.000000, 5.284483, 0.100000, -0.898661, 5.284483, -0.898661, -0.405011, 0.282645, -0.948957
188, 1.88, 0.100000, 1.000000, -0.410359, 0.278541, -0.534870, -0.942068, 0.343563, -0.534870, 0.343563, 1.000000, 5.274700, 0.100000, -0.978289, 5.274700, -0.978289, -0.410359, 0.278541, -0.942068
189, 1.89, 0.100000, 1.000000, -0.415800, 0.274383, -0.544096, -0.934513, 0.324673, -0.544096, 0.324673, 1.000000, 5.264116, 0.100000, -1.058433, 5.264116, -1.058433, -0.415800, 0.274383, -0.934513
190, 1.9, 0.100000, 1.000000, -0.421344, 0.270169, -0.554399, -0.926234, 0.303825, -0.554399, 0.303825, 1.000000, 5.252724, 0.100000, -1.139125, 5.252724, -1.139125, -0.421344, 0.270169, -0.926234
191, 1.91, 0.100000, 1.000000, -0.427003, 0.265899, -0.565827, -0.917166, 0.280904, -0.565827, 0.280904, 1.000000, 5.240520, 0.100000, -1.220397, 5.240520, -1.220397, -0.427003, 0.265899, -0.917166
192, 1.92, 0.100000, 1.000000, -0.432787, 0.261572, -0.578421, -0.907232, 0.255791, -0.578421, 0.255791, 1.000000, 5.227498, 0.100000, -1.302280, 5.227498, -1.302280, -0.432787, 0.261572, -0.907232
193, 1.93, 0.100000, 1.000000, -0.438709, 0.257185, -0.592219, -0.896341, 0.228364, -0.592219, 0.228364, 1.000000, 5.213650, 0.100000, -1.384801, 5.213650, -1.384801, -0.438709, 0.257185, -0.896341
194, 1.94, 0.100000, 1.000000, -0.444781, 0.252737, -0.607252, -0.884397, 0.198495, -0.607252, 0.198495, 1.000000, 5.198970, 0.100000, -1.467986, 5.198970, -1.467986, -0.444781, 0.252737, -0.884397
195, 1.95, 0.100000, 1.000000, -0.451017, 0.248227, -0.623547, -0.871288, 0.166053, -0.623547, 0.166053, 1.000000, 5.183451, 0.100000, -1.551861, 5.183451, -1.551861, -0.451017, 0.248227, -0.871288
196, 1.96, 0.100000, 1.000000, -0.457428, 0.243652, -0.641123, -0.856896, 0.130907, -0.641123, 0.130907, 1.000000, 5.167087, 0.100000, -1.636447, 5.167087, -1.636447, -0.457428, 0.243652, -0.856896
197, 1.97, 0.100000, 1.000000, -0.464028, 0.239012, -0.659991, -0.841092, 0.092923, -0.659991, 0.092923, 1.000000, 5.149869, 0.100000, -1.721763, 5.149869, -1.721763, -0.464028, 0.239012, -0.841092
198, 1.98, 0.100000, 1.000000, -0.470830, 0.234304, -0.680153, -0.823735, 0.051970, -0.680153, 0.051970, 1.000000, 5.131791, 0.100000, -1.807828, 5.131791, -1.807828, -0.470830, 0.234304, -0.823735
199, 1.99, 0.100000, 1.000000, -0.477846, 0.229525, -0.701605, -0.804679, 0.007917, -0.701605, 0.007917, 1.000000, 5.112844, 0.100000, -1.894657, 5.112844, -1.894657, -0.477846, 0.229525, -0.804679
200, 2, 0.100000, 1.000000, -0.485089, 0.224674, -0.724329, -0.783768, -0.039359, -0.724329, -0.039359, 1.000000, 5.093022, 0.100000, -1.982260, 5.093022, -1.982260, -0.485089, 0.224674, -0.783768
201, 2.01, 0.100000, 1.000000, -0.492572, 0.219749, -0.748297, -0.760838, -0.089978, -0.748297, -0.089978, 1.000000, 5.072315, 0.100000, -2.070648, 5.072315, -2.070648, -0.492572, 0.219749, -0.760838
202, 2.02, 0.100000, 1.000000, -0.500307, 0.214746, -0.773469, -0.735720, -0.144048, -0.773469, -0.144048, 1.000000, 5.050717, 0.100000, -2.159827, 5.050717, -2.159827, -0.500307, 0.214746, -0.735720
203, 2.03, 0.100000, 1.000000, -0.508305, 0.209662, -0.799789, -0.708236, -0.201667, -0.799789, -0.201667, 1.000000, 5.028219, 0.100000, -2.249798, 5.028219, -2.249798, -0.508305, 0.209662, -0.708236
204, 2.04, 0.100000, 1.000000, -0.516576, 0.204497, -0.827185, -0.678207, -0.262918, -0.827185, -0.262918, 1.000000, 5.004813, 0.100000, -2.340562, 5.004813, -2.340562, -0.516576, 0.204497, -0.678207
205, 2.05, 0.100000, 1.000000, -0.525132, 0.199245, -0.855568, -0.645448, -0.327864, -0.855568, -0.327864, 1.000000, 4.980492, 0.100000, -2.432113, 4.980492, -2.432113, -0.525132, 0.199245, -0.645448
206, 2.06, 0.100000, 1.000000, -0.533980, 0.193906, -0.884830, -0.609775, -0.396548, -0.884830, -0.396548, 1.000000, 4.955248, 0.100000, -2.524442, 4.955248, -2.524442, -0.533980, 0.193906, -0.609775
207, 2.07, 0.100000, 1.000000, -0.543129, 0.188474, -0.914839, -0.571000, -0.468984, -0.914839, -0.468984, 1.000000, 4.929072, 0.100000, -2.617535, 4.929072, -2.617535, -0.543129, 0.188474, -0.571000
208, 2.08, 0.100000, 1.000000, -0.552583, 0.182948, -0.945440, -0.528940, -0.545158, -0.945440, -0.545158, 1.000000, 4.901959, 0.100000, -2.711374, 4.901959, -2.711374, -0.552583, 0.182948, -0.528940
209, 2.09, 0.100000, 1.000000, -0.562348, 0.177325, -0.976452, -0.483413, -0.625018, -0.976452, -0.625018, 1.000000, 4.873899, 0.100000, -2.805935, 4.873899, -2.805935, -0.562348, 0.177325, -0.483413
210, 2.1, 0.100000, 1.000000, -0.572424, 0.171601, -1.007664, -0.434245, -0.708472, -1.007664, -0.708472, 1.000000, 4.844887, 0.100000, -2.901188, 4.844887, -2.901188, -0.572424, 0.171601, -0.434245
211, 2.11, 0.100000, 1.000000, -0.582813, 0.165773, -1.038833, -0.381269, -0.795381, -1.038833, -0.795381, 1.000000, 4.814916, 0.100000, -2.997097, 4.814916, -2.997097, -0.582813, 0.165773, -0.381269
212, 2.12, 0.100000, 1.000000, -0.593509, 0.159838, -1.069682, -0.324331, -0.885554, -1.069682, -0.885554, 1.000000, 4.783980, 0.100000, -3.093619, 4.783980, -3.093619, -0.593509, 0.159838, -0.324331
213, 2.13, 0.100000, 1.000000, -0.604508, 0.153792, -1.099895, -0.263289, -0.978740, -1.099895, -0.978740, 1.000000, 4.752073, 0.100000, -3.190702, 4.752073, -3.190702, -0.604508, 0.153792, -0.263289
214, 2.14, 0.100000, 1.000000, -0.615800, 0.147634, -1.129117, -0.198021, -1.074622, -1.129117, -1.074622, 1.000000, 4.719190, 0.100000, -3.288289, 4.719190, -3.288289, -0.615800, 0.147634, -0.198021
215, 2.15, 0.100000, 1.000000, -0.627369, 0.141361, -1.156948, -0.128425, -1.172812, -1.156948, -1.172812, 1.000000, 4.685327, 0.100000, -3.386310, 4.685327, -3.386310, -0.627369, 0.141361, -0.128425
216, 2.16, 0.100000, 1.000000, -0.639198, 0.134969, -1.182943, -0.054425, -1.272843, -1.182943, -1.272843, 1.000000, 4.650480, 0.100000, -3.484687, 4.650480, -3.484687, -0.639198, 0.134969, -0.054425
217, 2.17, 0.100000, 1.000000, -0.651265, 0.128456, -1.206607, 0.024028, -1.374160, -1.206607, -1.374160, 1.000000, 4.614647, 0.100000, -3.583331, 4.614647, -3.583331, -0.651265, 0.128456, 0.024028
218, 2.18, 0.100000, 1.000000, -0.663538, 0.121821, -1.227393, 0.106947, -1.476119, -1.227393, -1.476119, 1.000000, 4.577826, 0.100000, -3.682140, 4.577826, -3.682140, -0.663538, 0.121821, 0.106947
219, 2.19, 0.100000, 1.000000, -0.675986, 0.115061, -1.244702, 0.194308, -1.577975, -1.244702, -1.577975, 1.000000, 4.540016, 0.100000, -3.781000, 4.540016, -3.781000, -0.675986, 0.115061, 0.194308
220, 2.2, 0.100000, 1.000000, -0.688564, 0.108175, -1.257880, 0.286044, -1.678883, -1.257880, -1.678883, 1.000000, 4.501218, 0.100000, -3.879781, 4.501218, -3.879781, -0.688564, 0.108175, 0.286044
221, 2.21, 0.100000, 1.000000, -0.701226, 0.101163, -1.266217, 0.382041, -1.777887, -1.266217, -1.777887, 1.000000, 4.461434, 0.100000, -3.978339, 4.461434, -3.978339, -0.701226, 0.101163, 0.382041
222, 2.22, 0.100000, 1.000000, -0.713916, 0.094024, -1.268950, 0.482133, -1.873925, -1.268950, -1.873925, 1.000000, 4.420669, 0.100000, -4.076510, 4.420669, -4.076510, -0.713916, 0.094024, 0.482133
223, 2.23, 0.100000, 1.000000, -0.726569, 0.086758, -1.265265, 0.586095, -1.965823, -1.265265, -1.965823, 1.000000, 4.378928, 0.100000, -4.174115, 4.378928, -4.174115, -0.726569, 0.086758, 0.586095
224, 2.24, 0.100000, 1.000000, -0.739112, 0.079367, -1.254299, 0.693641, -2.052303, -1.254299, -2.052303, 1.000000, 4.336219, 0.100000, -4.270952, 4.336219, -4.270952, -0.739112, 0.079367, 0.693641
225, 2.25, 0.100000, 1.000000, -0.751463, 0.071852, -1.235147, 0.804420, -2.131981, -1.235147, -2.131981, 1.000000, 4.292551, 0.100000, -4.366801, 4.292551, -4.366801, -0.751463, 0.071852, 0.804420
226, 2.26, 0.100000, 1.000000, -0.763532, 0.064217, -1.206874, 0.918008, -2.203384, -1.206874, -2.203384, 1.000000, 4.247937, 0.100000, -4.461416, 4.247937, -4.461416, -0.763532, 0.064217, 0.918008
227, 2.27, 0.100000, 1.000000, -0.775217, 0.056465, -1.168524, 1.033911, -2.264960, -1.168524, -2.264960, 1.000000, 4.202391, 0.100000, -4.554530, 4.202391, -4.554530, -0.775217, 0.056465, 1.033911
228, 2.28, 0.100000, 1.000000, -0.786408, 0.048601, -1.119136, 1.151555, -2.315099, -1.119136, -2.315099, 1.000000, 4.155933, 0.100000, -4.645851, 4.155933, -4.645851, -0.786408, 0.048601, 1.151555
229, 2.29, 0.100000, 1.000000, -0.796986, 0.040631, -1.057768, 1.270291, -2.352159, -1.057768, -2.352159, 1.000000, 4.108582, 0.100000, -4.735062, 4.108582, -4.735062, -0.796986, 0.040631, 1.270291
